Source.Name,Column1,Column2,Column3,Column4,Column5,Column6,Column7
20241202003923pdf_1-31 Desember 2024.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,82.80,"14,457.87","14,496.84"
20241202003923pdf_1-31 Desember 2024.pdf,50,KIJANG,TANJUNG PINANG,TNJ,84.60,"14,647.08","14,686.56"
20241202003923pdf_1-31 Desember 2024.pdf,51,JUWATA,TARAKAN,TRK,86.30,"14,914.20","14,954.40"
20241202003923pdf_1-31 Desember 2024.pdf,52,BABULLAH,TERNATE,TTE,86.90,"15,036.63","15,077.16"
20241202003923pdf_1-31 Desember 2024.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,85.80,"14,802.90","14,842.80"
20241202003923pdf_1-31 Desember 2024.pdf,54,MAU HAU,WAINGAPU,WGP,85.30,"14,758.38","14,798.16"
20241202003923pdf_1-31 Desember 2024.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),85.30,"14,769.51","14,809.32"
20241202003923pdf_1-31 Desember 2024.pdf,56,DUMATUBUN,TUAL,LUV,86.90,"15,047.76","15,088.32"
20241202003923pdf_1-31 Desember 2024.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,82.30,"14,235.27","14,273.64"
20241202003923pdf_1-31 Desember 2024.pdf,58,KALIMARAU,BERAU,BEJ,86.30,"14,914.20","14,954.40"
20241202003923pdf_1-31 Desember 2024.pdf,59,KOMODO,LABUAN BAJO,LBJ,83.50,"14,435.61","14,474.52"
20241202003923pdf_1-31 Desember 2024.pdf,60,KUALANAMU,DELI SERDANG,KNO,84.30,"14,535.78","14,574.96"
20241202003923pdf_1-31 Desember 2024.pdf,61,TAMPA PADANG,MAMUJU,MJU,86.60,"14,969.85","15,010.20"
20241202003923pdf_1-31 Desember 2024.pdf,62,F.L. TOBING,PINANGSORI,FLZ,85.20,"14,724.99","14,764.68"
20241202003923pdf_1-31 Desember 2024.pdf,63,MOZES KILANGIN,TIMIKA,TIM,86.90,"15,036.63","15,077.16"
20241202003923pdf_1-31 Desember 2024.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,86.70,"15,025.50","15,066.00"
20241202003923pdf_1-31 Desember 2024.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,85.30,"14,758.38","14,798.16"
20241202003923pdf_1-31 Desember 2024.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,86.60,"15,025.50","15,066.00"
20241202003923pdf_1-31 Desember 2024.pdf,67,BINAKA,GUNUNGSITOLI,GNS,85.20,"14,724.99","14,764.68"
20241202003923pdf_1-31 Desember 2024.pdf,68,KULONPROGO,YOGYAKARTA,YIA,85.10,"14,724.99","14,764.68"
20241202003923pdf_1-31 Desember 2024.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,86.80,"15,047.76","15,088.32"
20241202003923pdf_1-31 Desember 2024.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,85.20,"14,724.99","14,764.68"
20241202003923pdf_1-31 Desember 2024.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,86.40,"15,047.76","15,088.32"
20241202003923pdf_1-31 Desember 2024.pdf,72,BUDIARTO,CURUG,BTO,85.00,-,#VALUE!
20241202003923pdf_1-31 Desember 2024.pdf,73,DHOHO,KEDIRI,DHX,84.30,"14,546.91","14,586.12"
